lp_id,lp_name,cmmt_in_vc_funds,total_cmmt_in_vc_funds,limited_partner_type,AUM,affliated_funds_num,affliated_investors_num,commitments,total_cmmt,hq_location,hq_region
1507,Northgate Capital,1.0,3.0,Fund of Funds,5000,1.0,1.0,1.0,15,"Danville, CA",California
1508,Northwest Area Foundation,,,Foundation,460.85,1.0,1.0,1.0,1,"Saint Paul, MN",Minnesota
1509,Nortrust Nominees,1.0,3.0,Private Investment Fund,0.33,1.0,1.0,1.0,20,"London, United Kingdom",UnitedKingdom
1510,Novitas Capital,1.0,1.0,Direct Investment,237,1.0,1.0,1.0,1,"Wayne, PA",Pennsylvania
1511,NPI (Peterborough),1.0,1.0,Insurance Company,,1.0,1.0,1.0,2,"Peterborough, United Kingdom",UnitedKingdom
1512,Nueterra Capital,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Leawood, KS",Kansas
1513,Nysno Climate Investments,1.0,6.0,Direct Investment,271.21,1.0,1.0,1.0,9,"Stavanger, Norway",Norway
1514,0. Wayne Rollins Foundation,,4.0,Foundation,544.09,1.0,1.0,1.0,22,"Atlanta, GA",Georgia
1515,Oak Brook Police Pension Fund,1.0,1.0,Public Pension Fund,32.85,1.0,1.0,1.0,3,"Oak Brook, IL",Illinois
1516,Obayashi (TKS: 1802),1.0,1.0,Corporation,5226.18,1.0,1.0,1.0,1,"Tokyo, Japan",Japan
1517,Oblate International Pastoral Investment Trust,,2.0,Wealth Management Firm,,1.0,1.0,1.0,9,"Washington, DC",District of Columbia
1518,Ocean Wilsons Investments,1.0,1.0,Money Management Firm,285.35,1.0,1.0,1.0,3,"Hamilton, Bermuda",Bermuda
1519,OceanRock Investments,,,Wealth Management Firm,1580.51,1.0,1.0,1.0,1,"Vancouver, Canada",Canada
1520,ODDO BHF Group,1.0,18.0,Wealth Management Firm,137479.92,1.0,1.0,1.0,52,"Paris, France",France
1521,Oded Noy,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1522,Ohio Carpenters¡¤ Pension Plan,,14.0,Union Pension Fund,1894.28,1.0,1.0,1.0,141,"Troy, Ml",Michigan
1523,OhioHealth Foundation,1.0,1.0,Foundation,,1.0,1.0,1.0,1,"Columbus, OH",Ohio
1524,Oklahoma State Regents for Higher Education Endowment,1.0,4.0,Endowment,746.81,1.0,1.0,1.0,80,"Oklahoma City, OK",Oklahoma
1525,OKM Capital,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Boston, MA",Massachusetts
1526,Old Dominion University Endowment,1.0,5.0,Endowment,21.63,1.0,1.0,1.0,61,"Norfolk, VA",Virginia
1527,Omaha Insurance Company,,7.0,Insurance Company,110.1,2.0,1.0,2.0,95,"Omaha, NE",Nebraska
1528,Omidyar Network Fund,,7.0,Foundation,483.33,3.0,1.0,1.0,10,"Redwood City, CA",California
1529,One8 Foundation,,3.0,Foundation,576.78,4.0,1.0,1.0,10,"Boston, MA",Massachusetts
1530,Ontario Capital Growth Corporation,1.0,6.0,Economic Development Agency,322.95,5.0,1.0,1.0,6,"Toronto, Canada",Canada
1531,Ontario Retirement Pension Plan,1.0,1.0,Public Pension Fund,,6.0,1.0,1.0,1,"Toronto, Canada",Canada
1532,Open Society Foundation,1.0,1.0,Foundation,3397.6,7.0,2.0,1.0,1,"New York, NY",New York
1533,OpenOcean VC,1.0,1.0,Direct Investment,285.96,8.0,1.0,1.0,1,"Helsinki, Finland",Finland
1534,OpenText (TSE: OTEX),1.0,6.0,Corporation,8088.12,9.0,1.0,1.0,6,"Waterloo, Canada",Canada
1535,Oracle (NYS: ORCL),,2.0,Corporation,22838,10.0,1.0,1.0,3,"Austin, TX",Texas
1536,Orange (PAR: ORA),1.0,8.0,Corporation,15453.84,11.0,1.0,1.0,9,"Paris, France",France
1537,Orange County Employees' Retirement System,,83.0,Public Pension Fund,22435.57,12.0,1.0,1.0,343,"Santa Ana, CA",California
1538,Orbital ATKPension and Retirement Plan,,,Corporate Pension,1210.32,13.0,1.0,1.0,27,"Minnetonka, MN",Minnesota
1539,Oregon Investment Fund,1.0,4.0,Fund of funds,,14.0,1.0,1.0,4,"Salem, OR",Oregon
1540,Oregon State University Foundation,1.0,3.0,Endowment,817.38,15.0,1.0,1.0,3,"Corvallis, OR",Oregon
1541,Organization for Small & Medium Enterprises and Regional Innovation,1.0,19.0,Economic Development Agency,,16.0,1.0,1.0,21,"Tokyo, Japan",Japan
1542,Orthopedic Institute Profit Sharing and Retirement Savings Plan,,,Corporate Pension,51.85,17.0,1.0,1.0,2,"Sioux Falls, SD",SouthDakota
1543,Osaka Shoko Shinkin Bank,1.0,1.0,Banking Institution,1434.67,18.0,1.0,1.0,1,"Osaka, Japan",Japan
1544,OSF Ventures,1.0,3.0,Direct Investment,250,19.0,1.0,1.0,3,"Peoria, IL",Illinois
1545,Pacific Life & Annuity Company,1.0,13.0,Insurance Company,4556.64,20.0,1.0,1.0,50,"Newport Beach, CA",California
1546,Pacific Premier Bancorp (NAS: PPBI),,,Banking Institution,5256.01,21.0,1.0,1.0,1,"Irvine, CA",California
1547,PacifiCorp Retirement Plan,1.0,8.0,Corporate Pension,1032.49,22.0,1.0,1.0,24,"Portland, OR",Oregon
1548,Paige Craig,1.0,1.0,High-net-worth investor,,23.0,1.0,1.0,1,"Los Angeles, CA",California
1549,Panasonic (TKS: 6752),1.0,2.0,Corporation,17392.73,24.0,1.0,1.0,2,"Osaka, Japan",Japan
1550,Panasonic Pension Plan,1.0,2.0,Corporate Pension,404.17,25.0,1.0,1.0,2,"Newark, NJ",New Jersey
1551,Paul Bricault,1.0,1.0,High-net-worth investor,0.95,1.0,1.0,1.0,1,"Los Angeles, CA",California
1552,Paul Capital,,20.0,Fund of Funds,5000,1.0,1.0,1.0,32,"San Francisco, CA",California
1553,Paul Hastings Defined Benefit Retirement Plan For Partners,,1.0,Corporate Pension,621.54,1.0,1.0,1.0,107,"Los Angeles, CA",California
1554,Paul Hastings Defined Contribution Retirement Plan,,3.0,Corporate Pension,711.97,1.0,1.0,1.0,15,"Los Angeles, CA",California
1555,Paul Jones,1.0,1.0,High-net-worth investor,7300,1.0,1.0,1.0,3,FL,Florida
1556,Pavilion Capital Partners,1.0,8.0,Direct Investment,,1.0,1.0,1.0,10,"New York, NY",New York
1557,Peakview Capital (China),1.0,36.0,Fund of Funds,1888.07,1.0,1.0,1.0,36,"Beijing, China",China
1558,Pearl Assurance,,1.0,Insurance Company,,1.0,1.0,1.0,2,"Douglas, United Kingdom",UnitedKingdom
1559,PEI Funds,,,Secondary LP,93.39,1.0,1.0,1.0,1,"New York, NY",New York
1560,Pembroke Pines Firefighters & Police Officers Pension Fund,,,Public Pension Fund,696.82,1.0,1.0,1.0,8,"Pembroke Pines, FL",Florida
1561,Peninsula Open Space Trust,1.0,1.0,Foundation,171.15,1.0,1.0,1.0,1,"Palo Alto, CA",California
1562,Pension Fennia,1.0,17.0,Insurance Company,,1.0,1.0,1.0,146,"Helsinki, Finland",Helsinki
1563,Pensionskasse der UBS,,1.0,Corporate Pension,24720.42,1.0,1.0,1.0,22,"Zurich, Switzerland",Switzerland
1564,Pensman Nominees,1.0,2.0,Private Investment Fund,0.04,1.0,1.0,1.0,4,"London, United Kingdom",UnitedKingdom
1565,Pepco Holdings Retirement Plan,,1.0,Corporate Pension,2561.46,1.0,1.0,1.0,10,"Chicago, IL",?Illinois
1566,Permanent University Fund,1.0,16.0,Endowment,32056.6,1.0,1.0,1.0,52,"Austin, TX",Texas
1567,Perot Investments,,,Family Office (Multi),,1.0,1.0,1.0,1,"Dallas, TX",Texas
1568,Pershing Square foundation,,,Foundation,237.77,1.0,1.0,1.0,1,"New York, NY",New York
1569,Peter Lehrman,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1570,PFA Pension,1.0,9.0,Public Pension Fund,95747.94,1.0,1.0,1.0,96,"Copenhagen, Denmark",Denmark
1571,Pfizer Ventures,1.0,3.0,Direct Investment,1000,1.0,1.0,1.0,3,"New York, NY",New York
1572,PGGM,,12.0,Corporate Pension,294756.96,1.0,1.0,2.0,113,"Zeist, Netherlands",Netherlands
1573,Philadelphia Indemnity Insurance Company,,,Insurance Company,8998.01,1.0,1.0,1.0,8,"Bala Cynwyd, PA",Pennsylvania
1574,Philadelphia Industrial Development Corporation,1.0,2.0,Economic Development Agency,66.72,1.0,1.0,1.0,2,"Philadelphia, PA",Pennsylvania
1575,Phillip Capital,1.0,1.0,Corporation,35000,1.0,1.0,1.0,1,"Singapore, Singapore",Singapore
1576,Phoenix Group Holdings (LON: PHNX),1.0,1.0,Insurance Company,394249.05,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1577,Piotr Szukzewski,1.0,1.0,High-net-worth investor,1700,1.0,1.0,1.0,1,"San Francisco, CA",California
1578,Pittsburgh Foundation,1.0,1.0,Foundation,1224.68,1.0,1.0,1.0,2,"Pittsburgh, PA",Pennsylvania
1579,PNC (NYS: PNC),,1.0,Banking Institution,183000,1.0,1.0,1.0,3,"Pittsburgh, PA",Pennsylvania
1580,Pohjola Insurance,1.0,14.0,Insurance Company,,1.0,1.0,1.0,62,"Helsinki, Finland",Finland
1581,Polski Fundusz Rozwoju,,,Economic Development Agency,5011.74,1.0,1.0,1.0,2,"Warsaw, Poland",Poland
1582,Pomona Capital,1.0,16.0,Direct Investment,15400,1.0,1.0,1.0,59,"New York, NY",New York
1583,President (BVI) International Investment Holdings,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Tapiei, Taiwan",Taiwan
1584,President's Choice,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Brampton, Canada",Canada
1585,Private Equity Investor,2.0,25.0,Direct Investment,,1.0,1.0,1.0,27,"London, United Kingdom",UnitedKingdom
1586,Priya Mathur,1.0,1.0,High-net-worth investor,,1.0,1.0,2.0,1,"Sacramento, CA",California
1587,ProCentury Insurance Company,,,Insurance Company,33.39,1.0,1.0,1.0,1,"Westerville, OH",Ohio
1588,Producer-Writers Guild of America Pension Plan,,18.0,Union Pension Fund,3860.88,1.0,1.0,1.0,266,"Burbank, CA",California
1589,Protective Life Insurance Company (PLC),1.0,1.0,Insurance Company,50137.53,1.0,1.0,1.0,5,"Birmingham, AL",Alabama
1590,Proventure ltd.,1.0,6.0,Fund of Funds,219.97,1.0,1.0,1.0,14,nan,
1591,Pruco Life Insurance Company,,,Insurance Company,5489.59,1.0,1.0,2.0,25,"Newark, NJ",New Jersey
1592,Public Employee Retirement System of Idaho,1.0,7.0,Public Pension Fund,24497.64,1.0,1.0,1.0,120,"Boise, ID",Idaho
1593,Public School Retirement System of the City of St. Louis,,7.0,Public Pension Fund,931,1.0,1.0,1.0,48,"Saint Louis, MO",Missouri
1594,Public Sector Pension Investment Board,1.0,5.0,Public Pension Fund,161607.19,1.0,1.0,1.0,11,"Montreal, Canada",Canada
1595,Pushkin,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1596,Qatar Investment Authority,,,Sovereign Wealth Fund,350000,1.0,1.0,1.0,7,"Doha, Qatar",Qatar
1597,QazTech Ventures,1.0,1.0,Economic Development Agency,19709.22,1.0,1.0,1.0,1,"Nur-Sultan, Kazakhstan",KazAlaskahstan
1598,Qualcomm (NAS: QCOM),,2.0,Corporation,150,1.0,1.0,1.0,3,"San Diego, CA",California
1599,Quanta Computer (TAI: 2382),1.0,3.0,Corporation,23.18,1.0,1.0,1.0,4,"Taoyuan City, Taiwan",Taiwan
1600,Quantum Foundation,,,Foundation,160.48,1.0,1.0,1.0,11,"West Palm Beach, FL",Florida
1601,Quicken Loans,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Detroit, Ml",Michigan
1602,R.R. Donnelley & Sons,1.0,1.0,Corporation,2980.4,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1603,Rabobank Group,1.0,9.0,Banking Institution,765000,1.0,1.0,1.0,25,"Utrecht, Netherlands",Netherlands
1604,Railways Pension Trustee Company,,4.0,Union Pension Fund,0.83,1.0,1.0,1.0,20,"London, United Kingdom",UnitedKingdom
1605,Raj Nooyi,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Greenwich, CT",Connecticut
1606,Rajeev Bakshi,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Delhi, India",India
1607,Rajeev Singh,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Redwood City, CA",California
1608,Rajesh Jain,,,High-net-worth investor,,1.0,1.0,1.0,1,"Mumbai, India",India
1609,Ray And Dagmar Dolby Family Fund,1.0,2.0,Foundation,106.95,1.0,2.0,1.0,2,"San Francisco, CA",California
1610,"Raymond J, Harbert",1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,5,"Birmingham, AL",Alabama
1611,Raytheon Technologies Corporation Employees Retirement Plan,,15.0,Corporate Pension,,1.0,1.0,1.0,279,"Waltham, MA",Massachusetts
1612,RBSTB Nominees,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1613,Red Hat,1.0,1.0,Corporation,2424.97,1.0,1.0,1.0,1,"Raleigh, NC",NorthCarolina
1614,Redpoint Ventures,1.0,1.0,Direct Investment,5800,1.0,1.0,1.0,1,"Woodside, CA",California
1615,Rees-Jones Foundation,,,Foundation,436.37,1.0,1.0,1.0,4,"Dallas, TX",Texas
1616,Reginald Love,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Washington, DC",District of Columbia
1617,Reid Hoffman,1.0,3.0,High-net-worth investor,2400,1.0,1.0,1.0,3,"Palo Alto, CA",California
1618,Reliance Standard,,,Insurance Company,11605.59,1.0,1.0,1.0,6,"Philadelphia, PA",Pennsylvania
1619,Renault-Nissan-Mitsubishi,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Amsterdam, Netherlands",Netherlands
1620,Retirement Plan for Employees of Diversey,1.0,7.0,Corporate Pension,103.75,1.0,1.0,1.0,17,"Charlotte, NC",?NorthCarolina
1621,Retirement Plan for Employees of UJA-Federation of NY and Affliated Agencies and Institutions,1.0,15.0,Corporate Pension,450.53,1.0,1.0,1.0,40,"New York, NY",New York
1622,Retirement Plan For Employees Of Woods Hole Oceanographic Institution,,16.0,Corporate Pension,193.38,1.0,1.0,1.0,58,"Woods Hole, MA",Massachusetts
1623,Retirement Security Plan,,,Corporate Pension,6931.07,1.0,1.0,1.0,12,"Arlington, VA",Virginia
1624,Retirement System of the American National Red Cross,1.0,10.0,Corporate Pension,2259.2,1.0,1.0,1.0,117,"Washington, DC",District of Columbia
1625,RGK Foundation,,1.0,Foundation,,1.0,1.0,1.0,16,"Austin, TX",Texas
1626,Richard Katzman,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
1627,Richard Wolpert,1.0,2.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1628,Rincon Advisors,1.0,3.0,Wealth Management Firm,,1.0,1.0,1.0,1,"Santa Monica, CA",California
1629,Rising Tide Capital,1.0,4.0,Foundation,1.74,1.0,1.0,1.0,1,"Jersey City, NJ",New Jersey
1630,Risto Siilasmaa,1.0,5.0,High-net-worth investor,,1.0,1.0,1.0,1,"Helsinki, Finland",Finland
1631,Robert Jadon,1.0,6.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1632,Robert Norton,1.0,7.0,High-net-worth investor,,1.0,1.0,1.0,1,nan,
1633,Robert Nutting,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Wheeling, WV",West Virginia
1634,Rochester General Health System Employee Retirement Plan,,3.0,Corporate Pension,661.2,1.0,1.0,1.0,61,"Rochester, NY",New York
1635,Rockwell Automation Pension Plan,1.0,1.0,Corporate Pension,4192.2,1.0,1.0,1.0,1,"Milwaukee, WI",Wisconsin
1636,Rodel Foundation of Arizona,,,Foundation,58.95,1.0,1.0,1.0,6,"Phoenix,AZ",Arizona
1637,Rokk3r (company building platform) (PINX: ROKK),1.0,1.0,Corporation,101.42,1.0,1.0,1.0,1,"Miami, FL",Florida
1638,Rollin M. Gerstacker Foundation,1.0,1.0,Foundation,193.98,1.0,1.0,1.0,1,"Midland, Ml",Michigan
1639,Rollins College Endowment,,6.0,Endowment,340.36,1.0,1.0,1.0,40,"Winter Park, FL",Florida
1640,Ronald Burkle,1.0,1.0,High-net-worth investor,2500,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
1641,Rosetta Capital,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Pittsburgh, PA",Pennsylvania
1642,Rotterdam Ventures Employees Pension Plan & Trust,,,Corporate Pension,7.79,1.0,1.0,1.0,1,"Schenectady, NY",New York
1643,Roy Nominees,,,Private Investment Fund,,1.0,1.0,1.0,5,"London, United Kingdom",UnitedKingdom
1644,Royal & Sun Alliance Reinsurance,1.0,1.0,Insurance Company,777.82,1.0,1.0,1.0,2,"Horsham, United Kingdom",UnitedKingdom
1645,Royal Bank of Canada Trustees,1.0,3.0,Corporation,,1.0,1.0,1.0,7,"Saint Helier, United Kingdom",UnitedKingdom
1646,RuggedCom,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Concord, Canada",Canada
1647,Ryan Floyd,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Palo Alto, CA",California
1648,Ryan Holmes,1.0,1.0,High-net-worth investor,11,1.0,1.0,1.0,1,"Vancouver, Canada",Canada
1649,S &G Foundation,1.0,1.0,Foundation,1565.78,1.0,1.0,1.0,16,"Saratoga Springs, NY",New York
1650,S&P Global (NYS: SPGI),1.0,1.0,Corporation,12537,1.0,1.0,1.0,1,"New York, NY",New York
1651,S.C. Johnson &Son Employees Deferred Profit Sharing and Saving Plan,1.0,10.0,Corporate Pension,1332.3,1.0,1.0,1.0,23,"Racine, WI",Wisconsin
1652,Saban Capital Group,1.0,1.0,Private Investment Fund,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1653,SABI( Ventures,1.0,4.0,Direct Investment,,1.0,1.0,1.0,4,"Riyadh, Saudi Arabia",SaudiArabia
1654,Safeco Insurance Company of America,,,Insurance Company,5381.81,1.0,1.0,1.0,13,"Boston, MA",Massachusetts
1655,Safeguard Scientifics (NYS: SFE),1.0,4.0,Direct Investment,69.04,1.0,1.0,1.0,6,"Radnor, PA",Pennsylvania
1656,SAIF,,1.0,Insurance Company,4678.15,1.0,1.0,1.0,2,"Salem, OR",Oregon
1657,Saint Francis Foundation,,,Foundation,93.64,1.0,1.0,1.0,1,"San Francisco, CA",California
1658,Salt Lake County,,,Government Agency,566.86,1.0,1.0,1.0,1,"Salt Lake City, UT",Utah
1659,Sam Englebardt,1.0,1.0,High-net-worth investor,12,1.0,1.0,1.0,1,"New York, NY",New York
1660,Sam Yagan,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
1661,Samberg Family Foundation,1.0,3.0,Foundation,31.64,1.0,1.0,1.0,13,"Katonah, NY",New York
1662,Samsung Venture Investment,1.0,3.0,Direct Investment,2175.69,1.0,1.0,1.0,3,"Seoul, South Korea",SouthKorea
1663,Sanofi (PAR: SAN),1.0,6.0,Corporation,125963.51,1.0,1.0,1.0,6,"Paris, France",France
1664,Santa Barbara County Employees Retirement System,,12.0,Public Pension Fund,3902.85,1.0,1.0,1.0,172,"Goleta, CA",California
1665,Sapphire Ventures,1.0,6.0,Fund of funds,8800,1.0,1.0,1.0,6,"Palo Alto, CA",California
1666,Sberbank Investments,,,Other limited Partner,,1.0,1.0,1.0,1,"Moskovskaya Obi, Cyprus",Cyprus
1667,Schroders (LON: SDR),1.0,5.0,Money Management Firm,967500,1.0,1.0,1.0,18,"London, United Kingdom",UnitedKingdom
1668,Scott Maxwell,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Boston, MA",Massachusetts
1669,Scott Mueller,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,,"Los Angeles, CA",California
1670,Scott Siegler,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
1671,SeAH Group,1.0,1.0,Corporation,90527.44,1.0,1.0,1.0,2,"Seoul, South Korea",SouthKorea
1672,Sean Harper,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
1673,Sears Holdings Pension Plan 1,1.0,10.0,Corporate Pension,,1.0,1.0,1.0,28,"Hoffman Estates, IL",Illinois
1674,Sears Holdings Savings Plan Master Trust,1.0,10.0,Corporate Pension,811.22,1.0,1.0,1.0,31,"Hoffman Estates, IL",Illinois
1675,Securian Financial,1.0,8.0,Insurance Company,29132.8,1.0,1.0,1.0,9,"Saint Paul, MN",Minnesota
1676,Sekisui Chemical (TKS: 4204),1.0,1.0,Corporation,2197.58,1.0,1.0,1.0,1,"Osaka¡¤shi, Japan",Japan
1677,Selby and Richard McRae Foundation,1.0,5.0,Foundation,35.44,1.0,1.0,1.0,12,"Jackson, MS",Mississippi
1678,Seligman Private Equity Select,1.0,1.0,Fund of Funds,167.6,1.0,1.0,1.0,9,"London, United Kingdom",UnitedKingdom
1679,SES (LUX: SESGl),1.0,3.0,Other limited Partner,1293.41,1.0,1.0,1.0,3,"Luxembourg, Luxembourg",Luxembourg
1680,Severstal (MISX: CHMF),1.0,2.0,Corporation,1079,1.0,1.0,1.0,2,"Moscow, Russia",Russia
1681,shaPE Capital Funds,1.0,4.0,Fund of Funds,,1.0,1.0,1.0,51,"Freienbach, Switzerland",Switzerland
1682,Sharp Electronics,,,Corporation,,1.0,1.0,1.0,1,"Montvale, NJ",New Jersey
1683,Shea Ventures,1.0,3.0,Direct Investment,156.48,1.0,1.0,1.0,4,"Walnut, CA",California
1684,Shell (LON: SHEL),1.0,4.0,Corporation,76367,1.0,1.0,1.0,4,"London, United Kingdom",UnitedKingdom
1685,Shell Pension Plan,,2.0,Corporate Pension,17257.86,1.0,1.0,1.0,104,"Houston, TX",Texas
1686,Shell Ventures,1.0,8.0,Other Limited Partner,,1.0,1.0,1.0,8,"The Hague, Netherlands",Netherlands
1687,Shervin Pishevar,1.0,1.0,High-net-worth investor,3500,1.0,1.0,1.0,1,"San Francisco, CA",California
1688,Shoppers Drug Mart,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Toronto, Canada",Canada
1689,Shradha Agarwal,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,nan,
1690,Shui On Holdings,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Wanchai, Hong Kong",HongKong
1691,Sidewalk Labs,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"New York, NY",New York
1692,Sidney R. Rabb Charitable Trust,,,Foundation,,1.0,1.0,1.0,1,"Boston, MA",Massachusetts
1693,Siemens Benefits Scheme,1.0,1.0,Corporate Pension,,1.0,1.0,1.0,2,"Frimley, United Kingdom",UnitedKingdom
1694,Siemens Financial Services,1.0,1.0,Corporation,200,1.0,1.0,1.0,1,"lselin, NJ",New Jersey
1695,Sihl Investment Foundation for Alternative lnvesments,,2.0,Foundation,,1.0,1.0,1.0,38,"ZUrich, Switzerland",Switzerland
1696,Silas Chou,1.0,1.0,High-net-worth investor,2700,1.0,1.0,1.0,1,"Hong Kong, Hong Kong",HongKong
1697,Simons Foundation,1.0,7.0,Foundation,3807.51,1.0,1.0,1.0,10,"New York, NY",New York
1698,Singapore Press Holdings (SES: T39),1.0,1.0,Corporation,428.4,1.0,1.0,1.0,1,"Singapore, Singapore",Singapore
1699,Sjatte AP-fond en,1.0,33.0,Public Pension Fund,4557.2,1.0,1.0,1.0,109,"Gothenburg, Sweden",Sweden
1700,Skandia Insurance Company,1.0,8.0,Insurance Company,83497.73,1.0,1.0,1.0,29,"Stockholm, Sweden",Sweden
1701,Sky UK,1.0,3.0,Corporation,3069.89,1.0,1.0,1.0,3,"lsleworth, United Kingdom",UnitedKingdom
1702,Slow Ventures,1.0,1.0,Direct Investment,678.48,1.0,1.0,1.0,1,"San Francisco, CA",California
1703,Small and Medium Business Administration,,,Economic Development Agency,818.02,1.0,1.0,1.0,1,"Daejeon, South Korea",SouthKorea
1704,SmartCap,1.0,2.0,Private Investment Fund,73.69,1.0,1.0,1.0,2,"Tallinn, Estonia",Estonia
1705,SMBC Nikko Securities America,1.0,2.0,Corporation,4556.2,1.0,1.0,1.0,2,"New York, NY",New York
1706,Smith College Endowment,1.0,4.0,Endowment,1907.18,1.0,1.0,1.0,8,"Northampton, MA",Massachusetts
1707,Smurfit Ireland Executive Pension Fund,,,Corporate Pension,,1.0,1.0,1.0,3,"Dublin, Ireland",Ireland
1708,Sobrato Family Foundation,1.0,3.0,Foundation,605.98,1.0,1.0,1.0,35,"Mountain View, CA",California
1709,Social Capital,1.0,3.0,Investment Advisor,2504.07,1.0,1.0,1.0,4,"Palo Alto, CA",California
1710,Social Discovery Ventures,1.0,4.0,Direct Investment,,1.0,1.0,1.0,4,"New York, NY",New York
1711,Societe Nationale de Credit Et O'lnvestissement,1.0,2.0,Banking Institution,1660.35,1.0,1.0,1.0,2,"Luxembourg, Luxembourg",Luxembourg
1712,Sojecci Ltee,1.0,1.0,Fund of Funds,,1.0,1.0,1.0,1,nan,
1713,Sony Financial Holdings,1.0,1.0,Corporation,131529.48,1.0,1.0,1.0,2,"Tokyo, Japan",Japan
1714,Source Capital Group,1.0,1.0,Investment Advisor,,1.0,1.0,1.0,1,"Westport, CT",Connecticut
1715,South Carolina Retirement System Investment Comission,1.0,6.0,Public Pension Fund,41654,1.0,1.0,1.0,150,"Columbia, SC",SouthCarolina
1716,Southern California Edison Company Retirement Plan Trust,,13.0,Corporate Pension,3797.1,1.0,1.0,1.0,51,"Rosemead, CA",California
1717,Southern California IBEW-NECA Pension Trust Fund,1.0,3.0,Union Pension Fund,1139.35,1.0,1.0,1.0,35,"Pasadena, CA",California
1718,Southern Management Corporation Retirement Trust,,,Corporate Pension,,1.0,1.0,1.0,3,"Vienna, VA",Virginia
1719,Southern New Hampshire University Endowment,1.0,3.0,Endowment,42.19,1.0,1.0,1.0,3,"Manchester, NH",NewHampshire
1720,Southern Ute Alternative Energy,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Ignacio, CO",Colorado
1721,Southwest Bank (an M&I Bank subsidiary),1.0,1.0,Banking Institution,,1.0,1.0,1.0,1,"Saint Louis, MO",Missouri
1722,Southwest Carpenters Pension Trust,,5.0,Union Pension Fund,4789.97,1.0,1.0,1.0,61,"Los Angeles, CA",California
1723,Southwest Ohio Regional Council of Carpenters Pension Plan,,,Union Pension Fund,237.99,1.0,1.0,1.0,6,"Troy, Ml",Michigan
1724,Spelman College Endowment,1.0,2.0,Endowment,541.32,1.0,1.0,1.0,4,"Atlanta, GA",Georgia
1725,Square 1 Ventures,1.0,9.0,Fund of Funds,,1.0,1.0,1.0,9,"Durham, NC",NorthCarolina
1726,SR One,1.0,16.0,Direct Investment,500,1.0,1.0,1.0,16,"Wayne, PA",Pennsylvania
1727,SSE Southern Group Trustee,,,Corporation,,1.0,1.0,1.0,2,"Reading, United Kingdom",UnitedKingdom
1728,St. Catherine's College (Oxford) Endowment,,4.0,Endowment,103.85,1.0,1.0,1.0,6,"Oxford, United Kingdom",UnitedKingdom
1729,Stafford Capital Partners,1.0,4.0,Fund of Funds,7700,1.0,1.0,1.0,9,"London, United Kingdom",UnitedKingdom
1730,Standard Chartered (LON: STAN),1.0,1.0,Banking Institution,827818,1.0,1.0,1.0,2,"London, United Kingdom",UnitedKingdom
1731,Standard Textile,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Cincinnati, OH",Ohio
1732,Stanhope Pension Trust,1.0,1.0,Corporate Pension,,1.0,1.0,1.0,1,"Crawley, United Kingdom",UnitedKingdom
